Match,Category.category,Category.subssubgroup,Aantal,Voorbeeld_product_titel,Voorbeeld_product_beschrijving,Voorbeeld_product_link
,diy,Douche,45073,Auralum max Douchesysteem - RVS Douchesysteem Regendouche Massagedoucheset - Regendouchekop - Regendouche met Handdouche - ABS Doucheset - zwart,"<p><strong>Bijzonderheden: </strong><br />✧Douchezuil met twee functies: regendouche + handdouche. Het water kan worden geschakeld door simpelweg op de knop op de omstelling te drukken en te trekken. <br />✧Met verstelbare regendouche: De grote 10"" hoofddouche is traploos verstelbaar tot een draaihoek van 15°. Je kunt genieten van de douche alsof het regent. Bovendien kan de handdouche naar voren en naar achteren worden gezwenkt. Hierdoor is het gemakkelijk te gebruiken. <br />✧In hoogte verstelbare douchestang: De douchestang is na montage in hoogte te verstellen van 690 tot 1130 mm. De montagegaten voor de douchestang liggen 640 mm uit elkaar. Controleer vóór aankoop de montageafstand. <br />✧Verstelbare handdouchehouder: De houder kan naar wens omhoog en omlaag worden gebracht en 90 graden worden gedraaid. De hoogte van ieder gezinslid kan worden aangepast om het douchen zo comfortabel mogelijk te maken. <br />✧1,5 m + 0,8 m roestvrijstalen slang: de doucheslang is gemaakt van roestvrij staal, hogedrukbestendig, veilig en explosieveilig. Het is niet gemakkelijk om verstrikt te raken. <br />✧Gemaakt van hoogwaardige materialen: Het hoofdmateriaal van de douche is roestvrij staal, dus je kunt er zeker van zijn dat deze niet zal roesten. Het belangrijkste materiaal van de omsteller is messing, dat onzuiverheden uit het water filtert. <br />✧Gemakkelijk schoon te maken: De regendouche en handdouche met siliconen uitloop zorgen voor zacht water en meer comfort. En gemakkelijk te ontkalken, druk gewoon zachtjes met uw vingers om schoon te maken. <br />✧Installatie: De douchekolom is geschikt voor aansluiting op diverse soorten kranen. Let op de toevoerslang en de slangaansluiting van de handdouche. Voor de juiste aansluiting verwijzen wij u naar de afbeeldingen. <br />✧Aanbevolen installatiehoogte: De kraan moet 1 - 1,1 m boven de grond hangen. </p> <p><strong>Technische data:</strong><br />✧ Thermostaatfunctie: Geen <br />✧ Handdoucheslang: 1500 mm <br />✧ Aansluitslang: 800 mm <br />✧ Douchestang: verstelbaar van 690 mm tot 1230 mm <br />✧ Materiaal: messing, roestvrij staal <br />✧ Geschikt voor gebruik in: badkamers, hotels etc.Let op: De aanbevolen installatiehoogte bedraagt ​​1 - 1,1 m.</p> <p><strong> Leveringsomvang:</strong><br />✧ 1 x messing hoofdgedeelte <br />✧ 1 x roestvrijstalen regendouche <br />✧ 1 x roestvrijstalen handdouche <br />✧ 1 x ABS handdouchehouder <br />✧ 1 x roestvrijstalen douchestang <br />✧ 1 x handdoucheslang (1500 mm) van roestvrij staal <br />✧ 1 x aansluitslang (800 mm) van roestvrij staal <br />✧ 1 x montageaccessoireset <br />✧ 1 x montagehandleiding</p>",https://www.bol.com/nl/nl/p/auralum-douchesysteem-rvs-douchesysteem-regendouche-massagedoucheset-regendouchekop-regendouche-met-handdouche-abs-doucheset-zwart/9300000179543201/
,diy,Drevels en Doorslagen,491,Holpijp Speciaal gereedschapsstaal 2mm FORMAT,"Beugelholpijp<br /><br />Uitvoering: DIN 7200 A, van speciaal gereedschapsstaal, in matrijs gesmeed met fijn gepolijste pijp en gepoedercoate schacht. Snijkant gehard en ontlaten, van binnen iets conisch om uitsnedes gemakkelijk te verwijderen. <br /><br />Toepassing: voor het maken van afdichtingen en afdichtringen van karton, leer, rubber enz.",https://www.bol.com/nl/nl/p/holpijp-speciaal-gereedschapsstaal-2mm-format/9200000105126584/
,diy,Elektra Meetapparatuur,3970,"Fluke T130 Tweepolige spanningstester CAT III 690 V, CAT IV 600 V Akoestisch, LCD, LED, Vibratie","<h3>Fluke T130 Tweepolige spanningstester CAT III 690 V, CAT IV 600 V Akoestisch, LCD, LED, Vibratie</h3> <br /> <br />De spannings- en doorgangstester van Fluke houdt rekening met de eisen die door specialisten worden gesteld. Hij biedt in alle werksituaties een optimale combinatie van de veiligheid, bedieningsgemak en onmiddellijke meldingen. <br /> <br /> <b>Features</b> <ul> <li>Duidelijke LED-weergave Optische- en akoestische doorgangstest Spanningstest Indicatie van de polariteit Eenpolige faseherkenning Permanente weergave van batterijstatus Spanningsweergave bij lege batterijen Meetpuntbescherming Slijtage-indicatie voor meetsnoeren Trilfunctie waarschuwt bij belasting Inschakelbare belasting Indicatie van de draairichting Zaklampfunctie Verlicht LCD-scherm Data-Hold-functie.</li> </ul> <br /> <br /> <b>Highlights</b> <ul> <li>CAT IV 600 V </li> <li> LED/LC-display </li> <li> Inschakelbare belasting </li> </ul> <br /> <br /> <b>Leveromvang</b> <ul> <li>Fluke T130 spannings- en doorgangstester, Verwisselbare meetpunten, Gebruiksaanwijzing., 2x AAA batterij (potlood)</li> </ul>",https://www.bol.com/nl/nl/p/fluke-t130-tweepolige-spanningstester-cat-iii-690-v-cat-iv-600-v-akoestisch-lcd-led-vibratie/9200000076954522/
,diy,Elektrische Knippers,143,CasaVibe Leer snijmachine - Leer snijder - leder snijder - leer snijden,"<h3>Ontketen Jouw Creativiteit met de Handmatige Matrijssnijmachine!</h3> <p>Wil je jouw ambachtelijke projecten naar een hoger niveau tillen? Ontdek de kracht van precisie met onze Handmatige Matrijssnijmachine, een betrouwbare metgezel voor het snijden, embossen en drukken van diverse materialen. Laat jouw creatieve visie tot leven komen met de perfecte sneden en reliëfs.</p> <h3>Specificaties die Imponeerden:</h3> <ul> <li>Model: Handmatrijssnijmachine</li> <li>Afmetingen Machinedrukplaat: 26x12cm</li> <li>Materiaalstructuur: Gemaakt van #45 koolstofstaal voor duurzaamheid en precisie.</li> <li>Dikte van de Drukplaat: 1.6cm</li> <li>Dikte van de Bodembasisplaat: 1.6cm</li> <li>Plaat Met Snoer: 1cm</li> <li>Druk: Ongeveer 1 Ton</li> <li>Werkbereik Persplaat: Max. 1.2cm</li> <li>Maximale Snijdikte: Minder dan 1.2cm</li> <li>Aanbevolen Werkdikte: Minder dan 0.7cm, voor soepel gebruik</li> <li>Maximale Snijddikte: Max. 0.7cm (Afhankelijk van het materiaal)</li> <li>Gewicht van het Pakket: 28kg</li> <li>Pakketgrootte: 45x23x30cm</li> </ul> <p> </p> <h3>Waarom Jij De Handmatige Matrijssnijmachine Nodig Hebt:</h3> <ul> <li>Ambachtsliefhebbers: Perfect voor diegenen die gedetailleerde en nauwkeurige sneden willen maken in papier, doek, rubber en meer.</li> <li>Kunstenaars: Geeft kunstenaars de mogelijkheid om prachtige embossing en drukontwerpen te creëren die indruk maken.</li> <li>DIY-Enthousiastelingen: Als je houdt van het maken van gepersonaliseerde kaarten, scrapbooks, textielprojecten en meer, is deze machine jouw nieuwe beste vriend.</li> </ul> <p> </p> <h3>Laat Jouw Creatieve Reis Beginnen:</h3> <p>Stap in de wereld van ambachtelijke precisie en creatieve expressie met onze Handmatige Matrijssnijmachine. Laat je inspireren en creëer werken van vakmanschap die de tand des tijds doorstaan.</p> <h3>Ruime ervaring in Ambachtelijke Apparatuur!</h3> <p>Met diepgaande kennis van ambachtelijke gereedschappen begrijpen we de behoeften van creatieve zielen. Ons doel is om hoogwaardige tools te bieden die jouw creativiteit stimuleren en je in staat stellen om meesterwerken te creëren.</p> <p> </p>",https://www.bol.com/nl/nl/p/casavibe-leer-snijmachine-leer-snijder-leder-snijder-leer-snijden/9300000173033138/
,diy,Expansievaten,111,Arnold Rak FH P 2180i Vloerverwarming Elektronisch 1280 W 8 m²,"<h3>Arnold Rak FH P 2180i Vloerverwarming Elektronisch 1280 W 8 m²</h3> <br /> <br />Eenvoudig te leggen. Verkrijgbaar in verschillende afmetingen voor elke kamergrootte. Door de matten in te knippen past u ze aan iedere kamer aan. Onder vrijwel iedere bodembedekking toepasbaar, natuursteen, tegels, hout, laminaat, tapijt, kurk, PVC etc. Zeer energiebesparend door speciale regeltechniek. Verwarmingsdraden met dubbele FEP-isolatie, afschermvlechtwerk met 48 afzonderlijke koperen draden en robuuste PVC buitenmantel. <br /> <br /> <b>Features</b> <ul> <li></li> </ul> <br /> <br /> <b>Highlights</b> <ul> <li>Verwarmingsoppervlak: 8 m² </li> <li> Elektrosmog-arm</li> </ul> <br /> <br /> <b>Leveromvang</b> <ul> <li>Verwarmingsmat, Garantiebewijs, Gedetailleerde montagehandleiding.</li> </ul>",https://www.bol.com/nl/nl/p/arnold-rak-fh-p-2180i-vloerverwarming-elektronisch-1280-w-8-m/9300000082282218/
,diy,Freesmachines,5193,"VHM-schachtfrees 35/38 GHPC kort 5,0mm EF Z4 UNI GT FORMAT","VHM-high performance frees FORMAT GT, UNI<br /><br />Uitvoering: VHM, type UNI, volgens fabrieksnorm, TiAlN-gecoat, ongelijke spiraalspoed en ongelijke deling, snijpunt met 45°-snijhoek. <br /><br />Toepassing: universeel inzetbaar, voor voor- en nabewerking met zeer hoge verspaning bij zeer rustige loop. De dynamische draaiing maakt HPC-toepassingen mogelijk met verhoogde snijwaarden bij ideale spaanbreukwaarden.",https://www.bol.com/nl/nl/p/vhm-schachtfrees-35-38-ghpc-kort-5-0mm-ef-z4-uni-gt-format/9200000105053878/
,diy,Gehoorbescherming,745,Delta Plus Interlagos Gehoorkap - 33 dB,"Plooibare gehoorkap met ABS kappen. Kussentjes gevuld met synthetisch schuim. Dubbele beugel, plastiek (POM), regelbaar in de hoogte, met soepele en verluchte versterking voor een beter comfort. SNR : 33 dB. MATERIALEN: Oorschelp: ABS / Oordopje: Schuimru",https://www.bol.com/nl/nl/p/delta-plus-interlagos-gehoorkap-33-db/9200000056527320/
,diy,Geisers,63,Universele Water Aftapplug 40 mm geiser,"Universele Water Aftapplug 40 mm <p>De <strong>Universele Water Aftapplug 40 mm</strong> voor <strong>geisers</strong> is een betrouwbare oplossing voor het afsluiten van wateraansluitingen bij geisers. Deze aftapplug heeft een lengte van 40 mm en is geschikt voor de meeste geisersystemen. Gemaakt van duurzame materialen, biedt de plug een stevige en waterdichte afsluiting, waardoor lekkages worden voorkomen. Ideaal voor onderhoud of winterklaar maken van uw geiser, zorgt deze plug ervoor dat het water veilig kan worden afgetapt. Eenvoudig te installeren en perfect voor zowel reparaties als vervangingen in uw geisersysteem.</p>",https://www.bol.com/nl/nl/p/universele-water-aftapplug-40-mm-geiser/9300000225883363/
,diy,Glasbreukmelders,13,Nedis Deurstop-Raamalarm - Batterij Gevoed - 2x CR2032 - 85 dB - Wit,"Deze ultradunne glasbreukmelder heeft een geïntegreerd raam-/deuralarm dat wordt geactiveerd wanneer het raam of het glas van de deur wordt gebroken of wanneer de deur/het raam wordt geopend. <br />Met de schakelaars aan de zijkant van het alarm kunt u het indien nodig in- en uitschakelen en de detectiegevoeligheid aanpassen. <br />Het dunne profiel maakt het ideaal voor montage op een raam of deur. <br />Voor het alarm zijn 2 CR2032-batterijen (meegeleverd) nodig, die een gemiddelde levensduur van één jaar hebben. Het alarm geeft aan wanneer de batterijen bijna leeg zijn en u kunt wanneer u wilt op de knop ""batterijtest” drukken om de status van de batterijen te controleren. <br />Er is geen gereedschap nodig om het alarm te monteren: het heeft magnetische sensoren en is voorzien van dubbelzijdig plakband (meegeleverd). Plak het alarm op het glas van de deur of op het raam en plaats de magnetische sensoren op de deur of het frame en u bent klaar.",https://www.bol.com/nl/nl/p/nedis-deurstop-raamalarm-batterij-gevoed-2x-cr2032-85-db-wit/9300000008800630/
,diy,Groepenkasten,2608,3 fase groepenkast met 6 licht groepen en 1 krachtgroep,<p>1x hoofdschakelaar 4p 40a<br />3x aardlekschakelaar 4p 40a-30ma<br />6x installatieautomaat 1p+n 16a-b<br />1x installatieautomaat 1p+n 16a-b<br />1x 48 modulen kast met buisinvoer<br />B-440 H-330 D-105mm</p>,https://www.bol.com/nl/nl/p/3-fase-groepenkast-met-6-licht-groepen-en-1-krachtgroep/9300000038340549/
,diy,Hamers,2568,Talen Tools – Rubberen dop – Voor handmoker – Geschikt voor 1500 gram,"<p>Vergroot de mogelijkheden van je handmoker met de aanschaf van deze stevige rubberen dop van Talen Tools. Met deze toevoeging genereer je impact met jouw handmoker, zonder dat je schade veroorzaakt aan de voorwerpen die je bewerkt. Deze slijtvaste rubberen dop past op een handmoker van Talen Tools met een gewicht van 1500 gram. Dit is het zwaardere model van Talen Tools. Wil je een lichter model? Zowel de handmokers als de rubberen doppen zijn in meerdere varianten verkrijgbaar. Deze dop valt makkelijk om een handmoker van 1500 gram heen. Gaat het in eerste instantie toch niet zo soepel? Wanneer de onderzijde van de handmoker in het rubber zit, kan het helpen om enkele keren zachtjes op een oppervlakte te tikken. De kans is groot dat de handmoker nu wel volledig in de rubberen dop valt. <br /><br /><strong>Veilig werken met een handmoker<br /></strong>Met de aanschaf van deze rubberen dop werk je veiliger. Dat geldt zowel voor de voorwerpen of oppervlakten die je bewerkt, als ook voor je eigen veiligheid. Door het zwaardere gewicht van 1500 gram is het vaak niet nodig om hard of agressief te slaan. Bovendien behaal je een beter resultaat, wanneer je enkele keren zachtjes tikt. Hard slaan werkt vaak averechts. Als stratenmaker is het raadzaam om niet aan de randen van de stenen of tegels te slaan. Hierdoor kan een deel afbreken en dit deel kan rondslingeren. Egaliseer tegels en stenen door op het middengedeelte te slaan. Naast het egaliseren, zorgt het aanslaan van stenen er ook voor dat stenen minder snel verzakken. Bovendien zitten de voegen op deze manier strakker tegen elkaar aan. <strong> <br /></strong><br /><strong>Handmoker voor beitel<br /></strong>Wanneer je gaat beitelen, is extra hulp soms handig. Door de toevoeging van de rubberen dop, beschadigt de beitel niet snel. Probeer te voorkomen dat je met de metalen kop van de handmoker, rechtstreek op de beitel slaat. Doe je dit toch? Sla dan in ieder geval niet te hard. Wanneer je de beitel gebruikt om hout te bewerken, dan is een klein tikje vaak al genoeg. Hout is een makkelijk bewerkbaar materiaal, waardoor het ook minder krachten kost. Om veilig te werken met de beitel, is controle over de werkzaamheden van groot belang. Plaats je handen dus stevig om het handvat van de beitel, maar zorg dat er genoeg ruimte is om veilig met de handmoker op de beitel te kunnen slaan. <br /><br /><strong>Voordelen van de rubberen dop van Talen Tools</strong></p> <p>• Geschikt voor een handmoker van 1500 gram<br />• Van een dikke laag rubber<br />• Van slijtvast rubber<br /><br /><strong>Over Talen Tools<br /></strong>Talen Tools levert en produceert tuingereedschap. Het uitgebreide assortiment varieert van spades tot snoeigereedschap. Met onder meer bijlen, schoppen, bezems, harken en schoffels vindt zowel de agrariër, hovenier, bouwvakker en tuinliefhebber hier genoeg keuze. Het familiebedrijf Talen Tools beschikt over meer dan 100 jaar ervaring. Zo weet jij als klant zeker dat jarenlange productkennis zorgt voor hoogwaardige kwaliteit van het assortiment.</p>",https://www.bol.com/nl/nl/p/talen-tools-rubberen-dop-voor-handmoker-geschikt-voor-1500-gram/9300000180189943/
,diy,Handboren,68,"Set van 3 mini gereedschappen: schroef, boor en zaag","<p>Set van 3 minigereedschappen: een kleine schroevendraaier met uitgebreide bitset, een kleine handboor, een zaagje in penvorm met 2 zaagbladen en een extra doosje microboren.</p>",https://www.bol.com/nl/nl/p/set-van-3-mini-gereedschappen-schroef-boor-en-zaag/9200000119376433/
,diy,Heteluchtpistolen,309,Luchtpistool / Blaaspistool Kort en Lang (7 delig),"<p><strong>Compact en veelzijdig: de Hofftech Luchtpistool 7-delige set<br /></strong> Ben je op zoek naar een compact en handig luchtpistool? De Hofftech Luchtpistool 7-delige set biedt alles wat je nodig hebt voor diverse persluchttoepassingen. Of je nu stof wilt verwijderen, wilt blazen of lucht nodig hebt voor specifieke werkzaamheden, deze set kan het allemaal aan. Dankzij de ergonomisch gevormde handgreep ligt het pistool comfortabel in de hand, zelfs bij langdurig gebruik.</p> <p><strong>Verwisselbare tips voor elke klus<br /></strong> De set bevat drie verwisselbare tips van verschillende lengtes: 1.5 cm, 10 cm en 21 cm. Hierdoor kun je eenvoudig de juiste tip kiezen voor de klus die je wilt uitvoeren. Of je nu een nauwkeurige straal nodig hebt of een bredere luchtstroom, met deze set ben je altijd goed uitgerust. De tips zijn eenvoudig te verwisselen, zodat je snel kunt schakelen tussen verschillende taken.</p> <p><strong>Geschikt voor diverse aansluitingen<br /></strong> Naast de verwisselbare tips bevat de set ook drie aansluitingen voor de slang van 2 cm, 3 cm en 4 cm. Dit maakt de set geschikt voor gebruik met verschillende soorten luchtcompressoren. De aansluitingen zijn stevig en betrouwbaar, zodat je zonder zorgen kunt werken. Met een luchtdruk tussen 2.5 en 6.2 bar en een aansluiting van 1/4 inch, biedt deze set de veelzijdigheid die je nodig hebt.</p> <h3>Kenmerken:</h3> <ul> <li><strong>3 verwisselbare tips:</strong> Lengtes van 1.5 cm, 10 cm en 21 cm voor verschillende toepassingen.</li> <li><strong>3 aansluitingen voor de slang:</strong> Maten van 2 cm, 3 cm en 4 cm voor diverse luchtcompressoren.</li> <li><strong>Luchtdruk:</strong> Tussen 2.5 en 6.2 bar voor optimale prestaties.</li> <li><strong>Aansluiting:</strong> 1/4 inch voor universele compatibiliteit.</li> <li><strong>Ergonomische handgreep:</strong> Voor comfortabel en langdurig gebruik.</li> </ul> <p>Met de Hofftech Luchtpistool 7-delige set heb je alles in huis voor al je persluchttoepassingen. De set is ideaal voor zowel professionals als doe-het-zelvers die op zoek zijn naar een betrouwbare en veelzijdige oplossing. Of je nu in de werkplaats werkt of thuis klust, deze set biedt de kwaliteit en functionaliteit die je nodig hebt.</p> <p><strong>Zoekwoorden:</strong> Hofftech Luchtpistool 7 delig, perslucht pistool, verwisselbare tips, aansluitingen voor de slang, luchtcompressor, persluchttoepassingen.</p>",https://www.bol.com/nl/nl/p/luchtpistool-blaaspistool-kort-en-lang/9200000088748249/
,diy,Houtbescherming,29263,Lakzegels Ø30 mm | eigen ontwerp | vanaf 25 stuks,"<p>Zelfklevende lakzegels volgens uw ontwerp. Gemaakt van flexibele lak, dus de lakzegels breken dus niet bij postverzending.<br />De lakzegels worden gemaakt met behulp van een lakstempel met een doorsnede van 30 mm, de doorsnede van het lakzegel is altijd wat groter dan die van de lakstempel.<br /><br />Kies uw kleur uit in de categorie FLEXIBELE LAKSTAVEN<br /><br /></p>",https://www.bol.com/nl/nl/p/lakzegels-o30-mm-eigen-ontwerp-vanaf-25-stuks/9300000101004660/
,diy,Houtverbinders,2125,"Wurth - Hoekanker met ril, sendzimir verzinkt - Hoekanker met ril Sendzimir verzinkt x 100 st","<strong>Omschrijving:</strong> <br />Hoekanker met versterkingsril ideaal voor hoogwaardige dragende hout-hout- en hout-betonverbindingen in houtconstructies. Universeel inzetbaar voor standaardverbindingen zoals kruisende balken. <br /> <br /> Hoekanker met ril, sendzimir verzinktH.ANK-RIL-(SZN)-60X80X60X2,5-072381 <br /> <br /> <strong>Technische details:</strong> <br /> <ul> <li><strong>Breedte x hoogte x diepte:</strong> 60 x 60 x 80 mm</li> <li><strong>Dikte:</strong> 2.5 mm</li> <li><strong>Slobgat lengte/slobgat breedte:</strong> 25 x 11 mm</li> <li><strong>Productgewicht (per stuk):</strong> 136.740 g</li> <li><strong>Materiaal:</strong> Staal</li> <li><strong>Oppervlakte:</strong> Sendzimir verzinkt</li> <li><strong>Aantal slobgaten:</strong> 1 st</li> <li><strong>Gatenpatroon:</strong> 4/4-8/6-1/9</li> </ul> <br />",https://www.bol.com/nl/nl/p/wurth-hoekanker-met-ril-sendzimir-verzinkt-hoekanker-met-ril-sendzimir-verzinkt-x-100-st/9300000226020766/
,diy,Inspectiegereedschap,3020,Stabila Type 80 AS 19166 Metalen waterpas 80 cm,"<h3>Stabila Type 80 AS 19166 Waterpas 80 cm</h3> <br /> <br />Als u een nauwkeurige en betrouwbare waterpas met een slank profiel zoekt, is dit model precies het juiste. Het versterkte, rechthoekige aluminiumprofiel van het type 80 AS en de inbouwtechnologie van Stabila zorgen voor precisie en een lange levensduur. Libellen en meetvlakken worden in het productieproces nauwkeurig uitgelijnd en vervolgens stevig met elkaar verbonden. Zo zorgt Stabila ervoor dat de waterpas ook na vele jaren absoluut nauwkeurig meet. Deze waterpas doet wat hij belooft. <br /> <br /> <b>Features</b> <ul> <li></li> </ul> <br /> <br /> <b>Highlights</b> <ul> <li>Metalen waterpas van 80 cm </li> <li> Stabila inbouwtechnologie zorgt voor langdurige precisie </li> <li> Versterkt, rechthoekig aluminiumprofiel</li> </ul> <br /> <br /> <b>Leveromvang</b> <ul> <li>null</li> </ul>",https://www.bol.com/nl/nl/p/stabila-type-80-as-80cm-waterpas/9200000127572422/
,diy,Installatiemateriaal,36573,Festo Cilinder 125mm Boring 500mm Slag ISO 15552 Dubbelwerkend - 1785023 - P2CNM,"<p>Deze dubbelwerkende cilinder, die voldoet aan ISO 15552, heeft een pistondiameter van 125 mm en een slag van 500 mm, en levert een theoretische kracht van 7363 N bij 6 bar tijdens het vooruitgaan. Hij is voorzien van verstelbare pneumatische demping aan beide uiteinden voor optimale prestaties onder verschillende belastingen en snelheden. De bouwvorm van de cilinder omvat NSF-H1 vet en FDA-conforme afdichtingen, waardoor hij geschikt is voor toepassingen die hoge hygiënestandaarden vereisen. De magnetische zuiger maakt eenvoudige positiemeting mogelijk, wat de controle- en bewakingsmogelijkheden in geautomatiseerde systemen verbetert.</p>",https://www.bol.com/nl/nl/p/festo-cilinder-125mm-boring-500mm-slag-iso-15552-dubbelwerkend-1785023-p2cnm/9300000188905021/
,diy,Installatieservices,243,"Zekeringautomaat 1-polig 10 A 230 V, 400 V Siemens 5SL61107","<h3>Zekeringautomaat 1-polig 10 A 230 V, 400 V Siemens 5SL61107</h3> <br /> <br />De zekeringautomaat is een beveiliging tegen kortsluiting. De zekeringautomaten van Siemens als een belangrijk onderdeel van Sentron beveiligingscomponenten voor elektrische installaties bieden een effectieve bescherming van personen en systemen door veilige uitschakeling in geval van overbelasting en kortsluiting. Comfortabele montage- en aansluittechniek, uniforme extra componenten en een doorgaand design – dat zijn de kenmerken van de productgroep. Of het nu is voor infrastructuur of voor industriële eisen, Siemens biedt zekeringautomaten voor alle toepassingen en elk toepassingsgebied. De Siemens zekeringautomaten staan bekend als: 1) Effectieve personen-, investerings- en installatiebescherming tegen overbelasting en kortsluiting. 2) Universeel toebehoren in brede verscheidenheid eenvoudig te monteren en elk gewenst moment uitwisselbaar. 3) Betrouwbare veiligheid bij de installatie dankzij standaard inbegrepen omgrijp- en aanraakbeveiliging. 4) Zonder gereedschap losmaken uit de DIN-rail of uit de verzamelrail dankzij de comfortabele schuiver-hand-bediening. 5) Datamatrix-code aan de voorzijde van het apparaat biedt snel en eenvoudig alle informatie over de zekeringautomaat. 6) Optimale techniek voor uw veiligheid - alleen van Siemens. Siemens biedt voor de beveiligde, efficiënte elektrische infrastructuur in gebouwen en in de industrie een gangbaar portfolio aan beschermings-, schakel-, meet- en bewakingsapparaten, verdelersystemen, evenals schakelaars en stopcontacten. De teksten voor dit artikel zijn automatisch vertaald. <br /> <br /> <b>Features</b> <ul> <li></li> </ul> <br /> <br /> <b>Highlights</b> <ul> <li>Nominale stroom: 10 A </li> <li> Uitschakelkarakteristiek: C </li> <li> Aantal polen: 1</li> </ul> <br /> <br /> <b>Leveromvang</b> <ul> <li></li> </ul>",https://www.bol.com/nl/nl/p/zekeringautomaat-1-polig-10-a-230-v-400-v-siemens-5sl6110-7/9300000035501924/
,diy,Isolatiemateriaal,2039,Illbruck FM310 Purschuim - 750ml,"<h3>Bijzondere kenmerken</h3><p>FM310 Purschuim is een ééncomponent pistoolschuim geschikt voor het afdichten, isoleren en vullen van aansluitingen, voegen, naden en kieren van o.a.: scheidingswanden met plafonds, scheidingswanden onderling, stelruimten tussen raam- of deurkozijnen en muur, aansluitnaden van schoorstenen, nokken, kepers en dakkapellen, doorvoeringen van leidingen.</p><p>Professionele kwaliteit<br />Hoge spuitsnelheid<br />Bestand tegen warmte, water en vele chemicaliën<br />Overschilderbaar en af te werken met pleister, niet UV-bestendig<br />Zeer goede akoestische eigenschappen</p><h3>Specificaties</h3><p>Verpakking: 750 ml bus</p>",https://www.bol.com/nl/nl/p/illbruck-fm310-purschuim-750ml/9200000076192352/
,diy,Kabelbinders,14133,"Tyraps - 750 x 7,6 mm - Naturel- Kabelbinders - Tie Wraps - Tie Rips","Tyraps zijn ideaal voor allerlei toepassingen! Zo kan u bijvoorbeeld kabels ermee aan elkaar binden, doeken en netten aan palen bevestigen, dingen ophangen of repareren, enz!",https://www.bol.com/nl/nl/p/tyraps-750-x-7-6-mm-naturel-kabelbinders-tie-wraps-tie-rips/9300000007826992/
,diy,Kachels en haarden,2081,"66 cm haardtang haardhouttang, zware belasting binnen, brandhouttang, log klauwgrijper voor houtkachel buiten, lang vastgelogd pincet voor kampvuur, kachels, kolentang","<p>Afmetingen: de brandhouttang is 66 cm lang. Aantrekkelijk en goed gebouwd. Het roestvrije oppervlak van de haardtang is geschikt voor binnenhaarden, houtkachels, buitenhaarden, kampvuren, kampvuren en ketels. Brandhouttangen hebben twee handen nodig om ze te hanteren en de houtblokken te concentreren. Sterk en stabiel: krachtige smeedijzeren brandhouttangen zijn gemaakt van duurzaam staal en voorzien van een nieuwe, schone poedercoating. Het belangrijkste is echter dat deze haardtang je 26 inch verwijdert en veilig tegen de hitte van vuur houdt. Hiermee kun je echter hete brandprotocollen vastpakken en manoeuvreren. Geen brandwonden of warmtegevoelens meer als je je open haard of haard gebruikt. Perfect voor de bestrijding van branden binnen en</p>",https://www.bol.com/nl/nl/p/66-cm-haardtang-haardhouttang-zware-belasting-binnen-brandhouttang-log-klauwgrijper-voor-houtkachel-buiten-lang-vastgelogd-pincet-voor-kampvuur-kachels-kolentang/9300000197362320/
